bert_small--encoder--jigsaw,bert_small--encoder--jigsaw--symmetric-init,bert_small--encoder--wikipedia,bert_small--encoder--wikipedia--symmetric-init,bert_small--encoder--red_pajama,bert_small--encoder--red_pajama--symmetric-init,bert--encoder--jigsaw,bert--encoder--jigsaw--symmetric-init,bert--encoder--wikipedia,bert--encoder--wikipedia--symmetric-init,bert--encoder--red_pajama,bert--encoder--red_pajama--symmetric-init
2.8454,2.8105,1.0215,0.8321,1.1536,0.9348,1.5477,1.5584,0.2762,0.265,0.32,0.2931
2.8445,2.8061,1.0216,0.8328,1.1533,0.9369,1.5467,1.5563,0.2774,0.267,0.3217,0.2943
2.8411,2.8032,1.0223,0.833,1.1527,0.936,1.5509,1.5556,0.2771,0.2657,0.3205,0.2934
2.844,2.7983,1.0212,0.8329,1.1538,0.9324,1.5469,1.5551,0.2765,0.2653,0.3183,0.294
2.8367,2.803,1.0208,0.8319,1.1518,0.9345,1.5425,1.5502,0.2771,0.2646,0.3195,0.2949
2.8306,2.8036,1.0214,0.8325,1.1532,0.9351,1.5379,1.5494,0.2763,0.265,0.3194,0.2922
2.836,2.7966,1.0202,0.8311,1.1524,0.9355,1.5518,1.5597,0.2769,0.264,0.3193,0.2931
2.8306,2.8054,1.0192,0.8317,1.1498,0.9349,1.543,1.5523,0.2758,0.263,0.3182,0.2945
2.8218,2.8059,1.0213,0.833,1.1514,0.9335,1.534,1.5488,0.2772,0.2648,0.3206,0.2949
2.8467,2.8101,1.0202,0.8315,1.1508,0.9342,1.5511,1.5646,0.277,0.2651,0.321,0.2941
2.8257,2.8005,1.0195,0.8315,1.1514,0.9332,1.5269,1.5446,0.2769,0.2651,0.3191,0.2945
2.8477,2.8047,1.0169,0.8296,1.1513,0.9365,1.546,1.5542,0.2753,0.264,0.3187,0.2932
2.8245,2.7944,1.0202,0.8322,1.1525,0.9349,1.5409,1.5482,0.2756,0.2635,0.3196,0.2935
2.8346,2.7981,1.0201,0.8321,1.1509,0.9341,1.5269,1.5448,0.2774,0.2652,0.3202,0.2937
2.8251,2.7936,1.0186,0.8312,1.1502,0.9334,1.5324,1.5458,0.2758,0.2646,0.3193,0.2919
2.8481,2.8049,1.0175,0.8293,1.1489,0.9334,1.5494,1.5622,0.2745,0.2634,0.3197,0.2911
2.8333,2.8071,1.0187,0.831,1.1495,0.9329,1.5374,1.5427,0.2759,0.2647,0.3186,0.2947
2.8312,2.8032,1.02,0.8324,1.1478,0.9344,1.5289,1.5431,0.2756,0.265,0.3186,0.2919
2.8301,2.7874,1.0184,0.8299,1.15,0.9336,1.5381,1.544,0.274,0.2624,0.3187,0.2932
2.8264,2.7972,1.0188,0.8316,1.147,0.9351,1.5262,1.5382,0.2757,0.2643,0.3172,0.2925
2.8329,2.8006,1.0163,0.8296,1.1467,0.9315,1.5364,1.5475,0.275,0.2624,0.3153,0.2919
2.8321,2.8073,1.0167,0.8295,1.1477,0.9343,1.5389,1.548,0.2743,0.2643,0.319,0.2914
2.8293,2.8001,1.017,0.8304,1.1463,0.9315,1.526,1.5427,0.2764,0.2642,0.3169,0.2916
2.8205,2.7882,1.0136,0.8285,1.1482,0.9318,1.5235,1.5358,0.2749,0.2642,0.318,0.2907
2.8292,2.8003,1.0165,0.8308,1.1471,0.9324,1.5301,1.5449,0.2745,0.264,0.3168,0.2917
2.8409,2.8184,1.0168,0.8308,1.145,0.9327,1.5405,1.5478,0.2744,0.263,0.3171,0.2926
2.8293,2.7967,1.0151,0.8287,1.144,0.9321,1.5342,1.5502,0.2756,0.2635,0.3159,0.291
2.8255,2.7985,1.0166,0.832,1.146,0.9331,1.5304,1.5442,0.2765,0.2643,0.3151,0.2908
2.8285,2.7883,1.0145,0.8286,1.1461,0.9337,1.5275,1.5366,0.2724,0.2634,0.3187,0.292
2.8295,2.7963,1.0137,0.8283,1.1469,0.9315,1.5271,1.5374,0.2749,0.2632,0.3165,0.2924
2.8106,2.7857,1.0171,0.8313,1.147,0.9322,1.5195,1.5262,0.2743,0.263,0.3174,0.2908
2.8462,2.8009,1.0158,0.8291,1.1432,0.9321,1.5469,1.5486,0.2742,0.2629,0.3176,0.2915
2.8378,2.8009,1.0145,0.8283,1.1438,0.9315,1.5249,1.5395,0.274,0.2637,0.3153,0.2886
2.8263,2.7954,1.015,0.8296,1.1454,0.9305,1.5213,1.5358,0.2739,0.2621,0.3167,0.2902
2.828,2.7949,1.0116,0.8265,1.1422,0.9294,1.5276,1.5365,0.2733,0.2625,0.3167,0.2912
2.8264,2.7885,1.0144,0.8293,1.1456,0.9296,1.5241,1.536,0.2737,0.2621,0.3172,0.2909
2.823,2.793,1.0156,0.8303,1.1437,0.9309,1.5252,1.5354,0.276,0.2644,0.31635,0.2897
2.8308,2.8015,1.014,0.8295,1.1445,0.9283,1.5241,1.534,0.2739,0.2625,0.3164,0.2902
2.8239,2.7991,1.0157,0.8308,1.144,0.9298,1.5233,1.5331,0.273,0.263,0.315,0.2891
2.819,2.7903,1.0119,0.8279,1.1445,0.931,1.5136,1.5302,0.2736,0.2629,0.3162,0.2905
2.8213,2.7935,1.0119,0.8276,1.1438,0.9294,1.5274,1.5334,0.2736,0.2626,0.3161,0.2905
2.8229,2.793,1.0118,0.8267,1.1438,0.9299,1.5172,1.5287,0.2726,0.262,0.3162,0.2904
2.835,2.7995,1.0117,0.8278,1.1443,0.931,1.522,1.5353,0.2748,0.2621,0.316,0.2906
2.8226,2.7927,1.0134,0.8287,1.1435,0.9288,1.5227,1.5266,0.272,0.2613,0.3157,0.2902
2.8174,2.7839,1.0097,0.8267,1.1433,0.9283,1.5163,1.5318,0.2723,0.261,0.31575,0.29
2.8226,2.7995,1.0131,0.8291,1.1439,0.9304,1.5246,1.5253,0.2734,0.2629,0.3147,0.289
2.8154,2.7917,1.0115,0.8272,1.1426,0.9268,1.5135,1.5264,0.2731,0.2619,0.31455,0.2889
2.8263,2.796,1.0091,0.8259,1.1421,0.9272,1.521,1.5368,0.2724,0.2612,0.3155,0.2899
2.8181,2.7847,1.011,0.8266,1.1439,0.9281,1.5157,1.5239,0.2727,0.2621,0.3144,0.2887
2.8319,2.787,1.0107,0.8269,1.1441,0.9268,1.5152,1.5282,0.2717,0.2613,0.3142,0.2882
2.8287,2.7754,1.0098,0.8264,1.1417,0.9304,1.5212,1.5337,0.2726,0.2605,0.3151,0.2891
2.8208,2.8006,1.0135,0.8299,1.142,0.9284,1.5119,1.5264,0.274,0.2625,0.3146,0.289
2.8141,2.7852,1.008,0.8254,1.1421,0.9301,1.5132,1.5235,0.2734,0.2611,0.3152,0.2899
2.8212,2.7805,1.0105,0.8283,1.1445,0.9281,1.5114,1.5315,0.2722,0.2625,0.3151,0.2893
2.8077,2.7838,1.0094,0.8262,1.1406,0.9295,1.5107,1.5207,0.2719,0.261,0.3157,0.2899
2.8225,2.7903,1.0093,0.8274,1.1401,0.9268,1.5156,1.525,0.2736,0.2618,0.3147,0.2888
2.8231,2.7871,1.0079,0.8244,1.1427,0.9259,1.5142,1.5267,0.271,0.2611,0.3133,0.2874
2.8127,2.7784,1.0091,0.8259,1.1381,0.9273,1.5051,1.5181,0.2716,0.2599,0.3144,0.2886
2.8157,2.7882,1.0099,0.8279,1.1404,0.9268,1.5049,1.5211,0.2716,0.2612,0.3131,0.2878
2.8253,2.7891,1.0093,0.8264,1.1413,0.9265,1.5157,1.5286,0.2721,0.2609,0.3137,0.2879
2.8125,2.7848,1.0062,0.8245,1.1423,0.9269,1.5084,1.5225,0.2696,0.2589,0.3137,0.2877
2.8264,2.7908,1.0082,0.826,1.1405,0.9277,1.5075,1.5171,0.2715,0.2612,0.3134,0.2876
2.8119,2.7899,1.0071,0.8256,1.1399,0.9259,1.5129,1.5185,0.2714,0.2606,0.3121,0.2867
2.8172,2.782,1.0072,0.8256,1.1396,0.9265,1.5065,1.518,0.2716,0.2609,0.3136,0.2877
2.8195,2.7835,1.0071,0.8249,1.1395,0.9262,1.5024,1.5176,0.27,0.2584,0.3142,0.2881
2.8242,2.7842,1.0099,0.8264,1.1407,0.9253,1.5166,1.5317,0.2712,0.2606,0.3134,0.2879
2.8168,2.7842,1.0058,0.8258,1.1396,0.9277,1.5039,1.5199,0.271,0.259,0.3141,0.2886
2.8061,2.7732,1.0061,0.8252,1.1398,0.927,1.5051,1.5207,0.2685,0.2584,0.3123,0.2868
2.8202,2.7954,1.0065,0.8244,1.1375,0.926,1.509,1.5202,0.2703,0.2596,0.3131,0.2878
2.8071,2.7895,1.0045,0.8248,1.1388,0.9255,1.5016,1.5085,0.2698,0.2594,0.3132,0.2876
2.8162,2.7842,1.0037,0.8225,1.1367,0.9239,1.5086,1.5194,0.268,0.2585,0.3124,0.2872
2.8197,2.7949,1.0052,0.8242,1.1382,0.9267,1.5103,1.5163,0.2709,0.2591,0.3128,0.287
2.8086,2.7776,1.0051,0.8251,1.1371,0.9229,1.4939,1.5095,0.2693,0.2581,0.3119,0.2865
2.821,2.788,1.0033,0.8246,1.1369,0.9262,1.5015,1.5171,0.2694,0.2597,0.3138,0.2882
2.814,2.7948,1.00675,0.827,1.1382,0.9249,1.4969,1.5128,0.2701,0.2594,0.3114,0.2861
2.8091,2.7772,1.00655,0.8256,1.1372,0.9257,1.5032,1.5123,0.269,0.2606,0.3118,0.2868
2.8025,2.7782,1.0055,0.8238,1.1371,0.9233,1.4901,1.5067,0.2692,0.2596,0.3122,0.2868
2.8206,2.7925,1.004,0.8237,1.1364,0.9226,1.5142,1.5255,0.2698,0.2588,0.3102,0.285
2.8188,2.7885,1.0067,0.8238,1.1326,0.9232,1.5025,1.5113,0.2696,0.2591,0.3111,0.2861
2.8085,2.7784,1.0043,0.8247,1.1302,0.9256,1.4946,1.5118,0.2698,0.2597,0.3116,0.2864
2.8108,2.7732,1.0069,0.8251,1.1279,0.9242,1.5031,1.5103,0.2702,0.2585,0.3124,0.2871
2.8181,2.7969,1.0026,0.8225,1.1295,0.9241,1.4987,1.5089,0.2685,0.2582,0.311,0.2853
2.818,2.7708,1.0053,0.8254,1.1268,0.9233,1.4915,1.5042,0.2701,0.2598,0.3128,0.2874
2.8112,2.7889,1.0048,0.8244,1.1283,0.921,1.4972,1.505,0.2697,0.2588,0.3119,0.2862
2.8166,2.784,1.0033,0.822,1.128,0.9239,1.5029,1.515,0.268,0.257,0.3106,0.2852
2.7995,2.7704,1.0054,0.8251,1.1279,0.9227,1.4931,1.506,0.2696,0.259,0.3109,0.2861
2.8164,2.792,1.0051,0.8243,1.1264,0.925,1.4968,1.5153,0.2691,0.2581,0.3106,0.2848
2.8106,2.7801,1.0023,0.8224,1.1245,0.9215,1.5051,1.5146,0.2675,0.258,0.3097,0.2848
2.7977,2.782,1.0034,0.8238,1.1272,0.9223,1.4816,1.4995,0.2677,0.2586,0.3109,0.2857
2.809,2.7796,1.0028,0.8247,1.1242,0.9224,1.4976,1.5101,0.2696,0.2586,0.3104,0.285
2.8131,2.7766,1.0008,0.8219,1.1269,0.9219,1.5005,1.5019,0.2676,0.2563,0.3114,0.2858
2.8171,2.7879,1.0034,0.8236,1.1266,0.9231,1.4944,1.5047,0.2696,0.258,0.3112,0.2858
2.8135,2.7805,1.0025,0.825,1.1271,0.9228,1.4915,1.5105,0.2688,0.2588,0.3117,0.2862
2.808,2.7812,1.0005,0.8224,1.1244,0.9206,1.4955,1.5021,0.2678,0.2591,0.3123,0.2871
2.8091,2.775,1.0034,0.8242,1.1249,0.9203,1.4907,1.5029,0.268,0.2586,0.3099,0.2849
2.8057,2.7775,1.0056,0.8244,1.1263,0.9211,1.4912,1.5094,0.269,0.2581,0.3106,0.2848
2.8031,2.7712,1.0015,0.822,1.1246,0.9215,1.4843,1.4964,0.2672,0.257,0.3103,0.2854
2.8055,2.7748,1.0008,0.8221,1.124,0.9217,1.4904,1.5067,0.268,0.2578,0.3109,0.2858
2.8097,2.7804,1.0016,0.8234,1.1229,0.9215,1.4924,1.498,0.2678,0.2578,0.3112,0.2861
2.8025,2.7767,1.0,0.8219,1.1257,0.921,1.4875,1.5015,0.2661,0.2564,0.3103,0.2848
2.8205,2.7802,1.0025,0.8225,1.1221,0.9236,1.4907,1.4968,0.2675,0.2569,0.3099,0.2844
2.8043,2.7732,0.9999,0.8219,1.122,0.9206,1.4908,1.5027,0.2672,0.2575,0.3113,0.286
2.8089,2.781,0.9999,0.8218,1.1229,0.9216,1.4876,1.4975,0.2682,0.2564,0.3098,0.285
2.8032,2.775,1.0004,0.8219,1.1252,0.923,1.4858,1.4927,0.2675,0.2576,0.3117,0.2865
2.803,2.7785,1.003,0.8237,1.1218,0.9204,1.4864,1.4944,0.2678,0.2579,0.3091,0.2841
2.8063,2.7694,1.0007,0.8216,1.1217,0.9215,1.4884,1.499,0.2666,0.2574,0.3095,0.2841
2.8036,2.7793,1.001,0.8232,1.1237,0.9218,1.4831,1.4995,0.2682,0.2583,0.3109,0.2857
2.801,2.776,0.9988,0.821,1.1209,0.9208,1.4842,1.4947,0.2666,0.2566,0.3099,0.2845
2.8144,2.7767,1.0012,0.8236,1.1217,0.9198,1.4878,1.505,0.2673,0.2574,0.3109,0.2856
2.8023,2.7722,0.9985,0.8194,1.1217,0.9206,1.4878,1.4974,0.2649,0.2551,0.3091,0.2843
2.8104,2.771,0.9993,0.8221,1.1221,0.9203,1.4866,1.4931,0.2679,0.2578,0.3079,0.283
2.8052,2.7832,1.0007,0.8238,1.118,0.921,1.4832,1.4942,0.2668,0.2576,0.3101,0.2845
2.8024,2.7722,0.9979,0.8212,1.1221,0.9195,1.4765,1.4867,0.2668,0.2564,0.3079,0.2829
2.8086,2.7814,1.0,0.8221,1.1201,0.9192,1.4792,1.4936,0.2673,0.2575,0.3088,0.284
2.7914,2.761,0.9983,0.8208,1.119,0.9217,1.4755,1.4936,0.2671,0.2566,0.3092,0.2845
2.8118,2.782,0.9971,0.8177,1.1246,0.9195,1.4837,1.4943,0.2659,0.2551,0.3108,0.2858
2.8114,2.7848,0.9977,0.82,1.1214,0.9197,1.4775,1.4987,0.2665,0.2557,0.3079,0.2832
2.8066,2.7688,0.998,0.8197,1.1243,0.9181,1.4813,1.4944,0.2667,0.2562,0.309,0.2839
2.7954,2.7799,0.9989,0.8194,1.1234,0.9226,1.4766,1.4847,0.2658,0.2564,0.3082,0.2832
2.8007,2.7743,0.9974,0.8206,1.1202,0.9195,1.4811,1.4931,0.2658,0.2554,0.3089,0.2842
2.8143,2.7799,0.9975,0.8203,1.1179,0.9181,1.4858,1.4991,0.2662,0.255,0.3098,0.2842
2.7889,2.7688,0.9983,0.8204,1.1224,0.9194,1.4751,1.4863,0.2666,0.2561,0.3084,0.2832
2.7963,2.7697,0.9982,0.8215,1.1246,0.9165,1.472,1.4947,0.2664,0.2563,0.3088,0.2834
2.8012,2.7678,0.996,0.8206,1.1215,0.9186,1.4791,1.4907,0.2655,0.2557,0.3065,0.2816
2.8005,2.7611,0.9979,0.8216,1.1225,0.9198,1.4789,1.4889,0.2656,0.2562,0.3085,0.2833
2.7954,2.7741,0.9953,0.8192,1.1196,0.9177,1.4687,1.4795,0.265,0.2548,0.3094,0.2836
2.8073,2.7642,0.9987,0.8216,1.1236,0.9177,1.4809,1.4976,0.2664,0.256,0.3073,0.2826
2.8007,2.7753,0.998,0.8218,1.1211,0.9205,1.4746,1.4918,0.2668,0.2565,0.3076,0.283
2.8015,2.7773,0.9966,0.8188,1.1229,0.9172,1.4836,1.4945,0.2655,0.2552,0.3078,0.2831
2.8001,2.7704,0.9963,0.8204,1.1187,0.9171,1.4771,1.4865,0.2659,0.2562,0.309,0.284
2.7998,2.7719,0.9951,0.8206,1.1202,0.922,1.4762,1.4856,0.2653,0.2553,0.3076,0.2829
2.7944,2.7675,0.9959,0.8197,1.1213,0.917,1.4717,1.4895,0.2644,0.2553,0.3081,0.283
2.8097,2.7724,0.998,0.8197,1.1203,0.9206,1.4701,1.4843,0.265,0.2549,0.3082,0.283
2.7938,2.7695,0.9967,0.821,1.1179,0.9167,1.4751,1.4878,0.2658,0.2551,0.3059,0.2809
2.7919,2.7649,0.9958,0.8187,1.1197,0.9183,1.4685,1.4831,0.2656,0.2547,0.3062,0.28195
2.7904,2.7659,0.9967,0.8205,1.1182,0.9188,1.4709,1.4814,0.2667,0.2558,0.3073,0.28215
2.8163,2.7795,0.9951,0.8197,1.118,0.9198,1.4772,1.4884,0.2642,0.255,0.3075,0.2824
2.786,2.7727,0.9945,0.8198,1.1181,0.918,1.4644,1.4779,0.2651,0.2556,0.3067,0.2825
2.8054,2.7729,0.9946,0.819,1.119,0.9194,1.4703,1.4911,0.2636,0.2542,0.3057,0.2818
2.7931,2.7684,0.9919,0.819,1.1191,0.9202,1.4685,1.4825,0.2636,0.2545,0.3085,0.2809
2.8001,2.7656,0.9952,0.8197,1.1174,0.9191,1.4705,1.4839,0.2655,0.2555,0.3087,0.283
2.7973,2.7675,0.9947,0.8215,1.1177,0.917,1.4738,1.4846,0.2658,0.2553,0.3054,0.2812
2.7972,2.766,0.9942,0.819,1.1187,0.9185,1.4758,1.4794,0.2649,0.2548,0.3078,0.2819
2.7987,2.7688,0.9927,0.8178,1.1194,0.9203,1.4682,1.4835,0.2628,0.254,0.3075,0.282
2.7941,2.7649,0.9954,0.8183,1.1178,0.9146,1.4705,1.4786,0.2659,0.2545,0.3063,0.2814
2.7878,2.767,0.9939,0.8193,1.1188,0.9172,1.4617,1.476,0.2638,0.2543,0.3082,0.2822
2.809,2.7681,0.9937,0.8169,1.1174,0.9179,1.4746,1.4935,0.2634,0.2533,0.3061,0.2819
2.7987,2.7851,0.9953,0.8195,1.1159,0.9165,1.4597,1.4787,0.265,0.2552,0.3064,0.2814
2.7961,2.7744,0.9953,0.8199,1.1172,0.9157,1.469,1.4826,0.2649,0.256,0.3052,0.2819
2.7952,2.7645,0.9947,0.8189,1.1166,0.9163,1.4664,1.4816,0.2647,0.2547,0.3063,0.281
2.7982,2.7769,0.9949,0.8203,1.1129,0.9158,1.4663,1.4817,0.2653,0.2545,0.3051,0.2816
2.7849,2.7655,0.9937,0.8193,1.1166,0.9158,1.4531,1.4741,0.2631,0.2531,0.3074,0.2808
2.7994,2.7685,0.9936,0.8176,1.1161,0.9168,1.4721,1.4854,0.2621,0.2533,0.3059,0.2804
2.806,2.761,0.9944,0.8191,1.1155,0.9163,1.4588,1.4759,0.2636,0.2529,0.3061,0.2798
2.7928,2.7605,0.9935,0.8172,1.1158,0.9168,1.4583,1.4752,0.2634,0.2539,0.3086,0.2822
2.7892,2.7691,0.9929,0.817,1.1148,0.9147,1.4632,1.4794,0.2628,0.2535,0.3074,0.2802
2.7941,2.764,0.9907,0.8165,1.1143,0.9173,1.4584,1.4739,0.2622,0.2528,0.306,0.2812
2.802,2.7663,0.9916,0.8172,1.1152,0.9186,1.4619,1.4784,0.2642,0.2527,0.3059,0.282
2.8006,2.7759,0.993,0.8188,1.1169,0.9198,1.4635,1.4751,0.2643,0.254,0.3081,0.2812
2.7942,2.7549,0.9914,0.8169,1.1143,0.9165,1.4688,1.4803,0.2621,0.254,0.3064,0.2802
2.793,2.7757,0.9921,0.8179,1.1155,0.9181,1.4591,1.472,0.2642,0.2544,0.3059,0.2797
2.7865,2.7585,0.9937,0.8183,1.1138,0.9158,1.4534,1.4691,0.2629,0.2528,0.3057,0.2799
2.7999,2.76,0.9908,0.8174,1.1129,0.9176,1.4572,1.4716,0.2625,0.2526,0.3049,0.2816
2.7947,2.7656,0.9905,0.8162,1.1144,0.915,1.464,1.4694,0.2617,0.2525,0.3054,0.2808
2.7914,2.7615,0.9935,0.8183,1.114,0.9134,1.4604,1.471,0.26425,0.2543,0.3046,0.2802
2.7929,2.7645,0.9923,0.8167,1.1152,0.9131,1.4649,1.4831,0.26185,0.253,0.3066,0.2801
2.7872,2.7637,0.9905,0.817,1.1136,0.9165,1.4645,1.4772,0.26185,0.2528,0.3039,0.2791
2.8036,2.7725,0.9915,0.8159,1.1136,0.9137,1.4691,1.4747,0.2624499999999999,0.2531,0.3053,0.2792
2.7963,2.763,0.9915,0.8154,1.1131,0.9145,1.4566,1.4753,0.2619,0.2522,0.3041,0.2796
2.8051,2.7722,0.9909,0.8162,1.1127,0.9148,1.4691,1.4833,0.2616,0.2529,0.3038,0.28
2.792,2.7585,0.993,0.8181,1.1141,0.9134,1.4531,1.4631,0.2628,0.2526,0.3063,0.2802
2.7926,2.7564,0.9895,0.815,1.1117,0.9146,1.4539,1.4687,0.2619,0.2519,0.3049,0.2798
2.7816,2.7433,0.9923,0.8195,1.1132,0.915,1.4479,1.4637,0.2626,0.254,0.3062,0.2815
2.7863,2.7828,0.9906,0.8171,1.1124,0.9164,1.4596,1.4695,0.262,0.2525,0.3062,0.2805
2.8027,2.761,0.9911,0.8175,1.1129,0.9138,1.4632,1.4754,0.2622,0.25295,0.3052,0.2794
2.7959,2.7641,0.9899,0.816,1.1117,0.9138,1.4585,1.4675,0.2627,0.2524,0.3048,0.2796
2.7821,2.7544,0.9888,0.8151,1.1146,0.914,1.4568,1.4705,0.2614,0.2519,0.3053,0.2783
2.7885,2.7594,0.9897,0.8163,1.1117,0.9134,1.4601,1.4723,0.2609,0.2518,0.3059,0.2794
2.7916,2.7618,0.9905,0.8167,1.113,0.9149,1.4474,1.4619,0.2624,0.2528,0.306,0.2795
2.7896,2.7682,0.9904,0.8158,1.11,0.9141,1.4602,1.4785,0.2625,0.2528,0.3061,0.2785
2.7978,2.7685,0.9907,0.8178,1.1116,0.9155,1.455,1.4677,0.2618,0.2523,0.3044,0.2806
2.7903,2.7576,0.9883,0.8147,1.1124,0.9131,1.4565,1.4689,0.2617,0.2523,0.305,0.2795
2.786,2.7601,0.9898,0.8162,1.1133,0.9143,1.4453,1.4615,0.2611,0.2518,0.3057,0.281
2.8024,2.7665,0.9888,0.8156,1.1141,0.915,1.4629,1.4736,0.2623,0.2527,0.307,0.2787
2.796,2.7681,0.9897,0.8148,1.1141,0.9113,1.4575,1.472,0.2611,0.2517,0.3036,0.2789
2.7939,2.7624,0.9886,0.8168,1.1107,0.9146,1.4503,1.4666,0.2612,0.2512,0.3044,0.2793
2.7839,2.7631,0.99,0.8172,1.1107,0.9129,1.4565,1.4718,0.2619,0.2528,0.3053,0.28
2.7848,2.7546,0.9891,0.8162,1.1135,0.9142,1.4551,1.4586,0.2615,0.252,0.3039,0.2805
2.7842,2.7622,0.9891,0.816,1.1109,0.9143,1.4463,1.4566,0.2598,0.2511,0.3029,0.2794
2.7836,2.7452,0.9883,0.8157,1.11,0.9139,1.4567,1.4686,0.2613,0.252,0.3047,0.2797
2.7911,2.7623,0.9887,0.8162,1.1122,0.9132,1.4594,1.4672,0.2617,0.2527,0.3039,0.278
2.7866,2.7634,0.9899,0.8156,1.1107,0.9141,1.4518,1.4558,0.2603,0.2512,0.3044,0.2799
2.7835,2.7615,0.9888,0.8173,1.1103,0.9125,1.4555,1.4533,0.2624,0.2522,0.3027,0.2788
2.793,2.7489,0.9908,0.818,1.1115,0.9141,1.4534,1.468,0.2619,0.2527,0.3043,0.2807
2.7806,2.7682,0.9873,0.8152,1.1079,0.9125,1.4419,1.456,0.26,0.2505,0.305,0.2781
2.7936,2.749,0.9859,0.8151,1.1117,0.9135,1.4573,1.4663,0.2598,0.2502,0.3044,0.2785
2.7959,2.768,0.9875,0.8146,1.1133,0.9135,1.4508,1.469,0.2601,0.2507,0.3038,0.2804
2.7895,2.7577,0.9885,0.8152,1.1101,0.9171,1.4498,1.4647,0.2609,0.2518,0.3048,0.2792
2.7858,2.7648,0.9871,0.8163,1.1107,0.9138,1.4475,1.4582,0.2614,0.2522,0.306,0.2801
2.7878,2.7523,0.9886,0.8154,1.1134,0.9156,1.4461,1.4587,0.2597,0.2503,0.3041,0.2786
2.7956,2.7661,0.9869,0.8156,1.1106,0.9138,1.45,1.467,0.2605,0.2509,0.3041,0.2773
2.7893,2.7608,0.9866,0.8147,1.1102,0.912,1.4486,1.462,0.2598,0.2504,0.3037,0.28
2.7946,2.7624,0.9907,0.818,1.1117,0.9148,1.4531,1.4593,0.2608,0.2513,0.3048,0.2773
2.7841,2.751,0.9873,0.8147,1.1108,0.9141,1.455,1.4633,0.26,0.2507,0.3041,0.278
2.7944,2.7689,0.9882,0.8154,1.1119,0.9134,1.4506,1.4632,0.2601,0.2507,0.3037,0.2793
2.7801,2.7501,0.9892,0.8162,1.1112,0.913,1.447,1.461,0.2603,0.2514,0.3025,0.28
2.7913,2.7653,0.9885,0.8162,1.1123,0.9127,1.4475,1.4602,0.2601,0.2509,0.3051,0.278
2.7867,2.7606,0.9862,0.8132,1.1114,0.9129,1.4443,1.463,0.2596,0.2504,0.3039,0.2776
2.788,2.7624,0.9901,0.8189,1.1102,0.913,1.4415,1.4582,0.2614,0.2527,0.3042,0.2788
2.7769,2.7446,0.9871,0.8143,1.1092,0.9125,1.4453,1.4523,0.2601,0.2505,0.303,0.2793
2.7895,2.7519,0.9863,0.8161,1.1117,0.9117,1.4473,1.4503,0.2599,0.2505,0.3017,0.2796
2.7778,2.7637,0.9842,0.8125,1.1102,0.913,1.4525,1.4602,0.2591,0.2498,0.3018,0.2773
2.7861,2.755,0.9857,0.8157,1.1129,0.912,1.4443,1.4597,0.2592,0.2497,0.302,0.2785
2.7966,2.7543,0.9878,0.8168,1.1098,0.9126,1.445,1.4605,0.2611,0.2516,0.3042,0.2762
2.781,2.7571,0.9878,0.8158,1.1109,0.9118,1.4473,1.4546,0.2609,0.2516,0.3014,0.2776
2.7822,2.7551,0.9874,0.8149,1.1082,0.9131,1.4429,1.453,0.2587,0.2494,0.3027,0.2792
2.7905,2.7662,0.9889,0.8169,1.107,0.9121,1.4451,1.4523,0.2616,0.2525,0.3027,0.279
2.7708,2.7652,0.9844,0.8128,1.1094,0.9126,1.4478,1.4555,0.259,0.2502,0.3008,0.2764
2.7824,2.7459,0.9889,0.8163,1.1128,0.9131,1.4447,1.4491,0.2613,0.2521,0.3041,0.2765
2.7773,2.7497,0.9879,0.8157,1.1105,0.9149,1.4389,1.4506,0.2593,0.2501,0.3028,0.2789
2.7919,2.7579,0.9866,0.8148,1.1096,0.9117,1.4402,1.4553,0.2587,0.2497,0.3037,0.2774
2.7879,2.7585,0.9874,0.8151,1.1091,0.9153,1.4497,1.457,0.2604,0.2509,0.303,0.2774
2.7845,2.7483,0.9875,0.8151,1.1106,0.9122,1.4358,1.4476,0.259,0.2498,0.3028,0.2774
2.7788,2.7552,0.9884,0.8154,1.1097,0.9109,1.4442,1.4645,0.2613,0.2523,0.3018,0.2766
2.7941,2.7563,0.9874,0.8166,1.1073,0.9119,1.4418,1.4539,0.2591,0.25,0.3007,0.2769
2.7858,2.7565,0.9879,0.8152,1.1062,0.9101,1.4425,1.4544,0.2594,0.2504,0.3028,0.27785
2.7866,2.7539,0.9867,0.8139,1.1068,0.9115,1.4419,1.4489,0.2599,0.2506,0.3025,0.2771
2.7747,2.7501,0.9861,0.8137,1.1065,0.9131,1.4327,1.446,0.2589,0.2497,0.3018,0.2782
2.7805,2.7497,0.9872,0.8139,1.1061,0.9126,1.4394,1.4567,0.2599,0.2509,0.3027,0.2764
2.7832,2.7613,0.9839,0.8131,1.1084,0.9128,1.4319,1.4495,0.2571,0.2479,0.3027499999999999,0.2773
2.7819,2.7532,0.9845,0.8134,1.1073,0.9095,1.4378,1.4497,0.2585,0.2491,0.30205,0.2766
2.7928,2.7641,0.9844,0.8129,1.1058,0.9121,1.442,1.4544,0.2584,0.2494,0.3031,0.2775
2.7933,2.7605,0.985,0.8133,1.1072,0.9112,1.4443,1.4548,0.2592,0.25,0.3034,0.2779
2.7807,2.7506,0.9868,0.8151,1.1062,0.9131,1.4372,1.451,0.2603,0.2511,0.3009,0.2779
